KLA-Tencor,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Lot ID:          51_21_A8_FM13T_WNIR_DG_V4_S1,,,,,,,,,,,,,,,,,,
Start Time:      10/18/2018 2:10:27 PM,,,,,,,,,,,,,,,,,,
End Time:        10/18/2018 3:47:41 PM,,,,,,,,,,,,,,,,,,
Tool Recipe ID:  KT_APPS\B16R_51_21\BSL20181017\OriginalPOR\51_21_A8_FM13T_WNIR_DG_V4_S1,,,,,,,,,,,,,,,,,,
Analysis Set:    W1F1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
WaferNum,WaferExeNum,WaferStageID,WaferID,TestNumber,ElementIndexX,ElementIndexY,FieldX,FieldY,FieldXPos,FieldYPos,ScanDirection,TargetX,TargetY,OverlayX,OverlayY,DataType,FlyerFlag,TestLabel
1,1,NA,1,3,0,0,1,1,10.675,23.242,,0.08,30.026,-1.312383,14.9536619,Raw,None,(REGXY_RET1)
1,1,NA,1,4,0,0,1,1,10.675,23.242,,21.228,30.026,3.8821027,11.1365623,Raw,None,(REGXY_RET1)
1,1,NA,1,5,0,0,1,1,10.675,23.242,,21.228,0.536,12.411585,9.6910574,Raw,None,(REGXY_RET1)
1,1,NA,1,6,0,0,1,1,10.675,23.242,,10.734,0.498,6.4048317,11.3425837,Raw,None,(REGXY_RET1)
1,1,NA,1,7,0,0,1,1,10.675,23.242,,0.08,14.818,-3.1805987,12.5042221,Raw,None,(REGXY_RET1)
1,1,NA,1,8,0,0,1,1,10.675,23.242,,10.734,30.056,0.9827768,8.8038905,Raw,None,(REGXY_RET1)
1,1,NA,1,9,0,0,1,1,10.675,23.242,,21.228,15.736,9.4182778,14.8892382,Raw,None,(REGXY_RET1)
1,1,NA,1,10,0,0,1,1,10.675,23.242,,5.17,7.68,-3.5860613,11.4452588,Raw,None,(REGXY_RET1)
1,1,NA,1,11,0,0,1,1,10.675,23.242,,5.17,22.918,-3.401455,15.7488909,Raw,None,(REGXY_RET1)
1,1,NA,1,12,0,0,1,1,10.675,23.242,,15.824,22.918,6.773373,11.3768087,Raw,None,(REGXY_RET1)
1,1,NA,1,13,0,0,1,1,10.675,23.242,,15.824,7.68,10.4722119,10.6849259,Raw,None,(REGXY_RET1)
1,1,NA,1,1,0,0,1,2,10.675,53.72,,10.127,15.333,-1.4446282,1.1227158,Raw,None,(REGXY_RET1)
1,1,NA,1,2,0,0,1,2,10.675,53.72,,0.08,0.536,-3.4518021,15.986453,Raw,None,(REGXY_RET1)
1,1,NA,1,3,0,0,1,2,10.675,53.72,,0.08,30.026,-1.2996283,-0.9395111,Raw,None,(REGXY_RET1)
1,1,NA,1,4,0,0,1,2,10.675,53.72,,21.228,30.026,-0.788101,-4.4271107,Raw,None,(REGXY_RET1)
1,1,NA,1,5,0,0,1,2,10.675,53.72,,21.228,0.536,3.0684924,7.6731217,Raw,None,(REGXY_RET1)
1,1,NA,1,6,0,0,1,2,10.675,53.72,,10.734,0.498,3.6176122,14.2013819,Raw,None,(REGXY_RET1)
1,1,NA,1,7,0,0,1,2,10.675,53.72,,0.08,14.818,-1.8863408,4.6908448,Raw,None,(REGXY_RET1)
1,1,NA,1,8,0,0,1,2,10.675,53.72,,10.734,30.056,0.4303005,-5.5149303,Raw,None,(REGXY_RET1)
1,1,NA,1,9,0,0,1,2,10.675,53.72,,21.228,15.736,2.3763866,3.2500375,Raw,None,(REGXY_RET1)
1,1,NA,1,10,0,0,1,2,10.675,53.72,,5.17,7.68,-1.727915,6.526247,Raw,None,(REGXY_RET1)
1,1,NA,1,11,0,0,1,2,10.675,53.72,,5.17,22.918,-2.5475669,-2.1259794,Raw,None,(REGXY_RET1)
1,1,NA,1,12,0,0,1,2,10.675,53.72,,15.824,22.918,1.6768965,-6.1142042,Raw,None,(REGXY_RET1)
1,1,NA,1,13,0,0,1,2,10.675,53.72,,15.824,7.68,3.3316403,4.023792,Raw,None,(REGXY_RET1)
1,1,NA,1,1,0,0,1,3,10.675,84.198,,10.127,15.333,-4.8239304,-7.9039729,Raw,None,(REGXY_RET1)
1,1,NA,1,2,0,0,1,3,10.675,84.198,,0.08,0.536,-3.5598808,-0.6818166,Raw,None,(REGXY_RET1)
1,1,NA,1,3,0,0,1,3,10.675,84.198,,0.08,30.026,0.1154628,-7.1657857,Raw,None,(REGXY_RET1)
1,1,NA,1,4,0,0,1,3,10.675,84.198,,21.228,30.026,-0.0839119,-7.4100585,Raw,None,(REGXY_RET1)
1,1,NA,1,5,0,0,1,3,10.675,84.198,,21.228,0.536,1.0888416,-6.2752633,Raw,None,(REGXY_RET1)
